Epoch,Train Accuracy,Validation Accuracy,Train Loss,Validation Loss
1,0.049105225483178236,0.20549513451631368,2.3033104012502292,2.300093140906447
2,0.19871152469577666,0.2003434459072696,2.3004739599579476,2.299533819265207
3,0.1959914101646385,0.2032054951345163,2.299882762478861,2.2989307388920883
4,0.19756621331424482,0.20606754436176303,2.2992516506737104,2.298276086354433
5,0.20372226198997853,0.21293646250715512,2.2985739542627304,2.297554401166792
6,0.20830350751610593,0.2180881511161992,2.2978357377055723,2.2967356421173677
7,0.21374373657838225,0.2192329708070979,2.297014621907332,2.295758828437185
8,0.215748031496063,0.21751574127074985,2.296066390652612,2.294550825115197
9,0.2140300644237652,0.2192329708070979,2.294957936284537,2.2931008969843556
10,0.21689334287759485,0.21236405266170577,2.2936750584447396,2.2914908416310786
11,0.21188260558339297,0.20377790497996565,2.292243796919275,2.289692033845217
12,0.2085898353614889,0.20091585575271895,2.2905857971514987,2.287564256805383
13,0.20415175375805297,0.20206067544361764,2.2886208841546405,2.284992394657495
14,0.19856836077308518,0.1991986262163709,2.2861579230912006,2.281932267690974
15,0.19871152469577666,0.19118488838008013,2.283207161984618,2.278461712806922
16,0.19985683607730853,0.19805380652547225,2.279572949069521,2.274522889026179
17,0.21388690050107373,0.2306811677160847,2.2754679302066756,2.27043669380593
18,0.2408017179670723,0.2707498568975386,2.2716169259273418,2.267597739461769
19,0.26528274874731567,0.30509444762449917,2.269563574480345,2.2640614733330233
20,0.2886184681460272,0.33943903835145967,2.2662524723272797,2.2575700720460605
21,0.33228346456692914,0.3720663995420721,2.2597155126160016,2.2499461018090665
22,0.3640658554044381,0.38351459645105895,2.252353452989692,2.247757201037819
23,0.37924123120973513,0.3697767601602748,2.2491915666795923,2.2415724116635443
24,0.37838224767358625,0.3577561534058386,2.2436070109174864,2.234163985462549
25,0.3663564781675018,0.3222667429879794,2.2365669489797733,2.234663584765258
26,0.3537580529706514,0.366914710933028,2.233249322236395,2.224529444057735
27,0.3863994273443092,0.3760732684602175,2.226939422129049,2.216858985410394
28,0.38310665712240516,0.34230108757870636,2.219081698444458,2.217098118929298
29,0.3743736578382248,0.37664567830566686,2.2154052484834206,2.206942640472018
30,0.39427344309234075,0.3966800228963938,2.208612728839784,2.1991653766827235
31,0.40887616320687187,0.39439038351459643,2.201387932328045,2.196532335568648
32,0.41116678596993556,0.4212936462507155,2.195450103282758,2.185757005589992
33,0.43063707945597707,0.41728677733257014,2.18865309561724,2.177913618124616
34,0.4309234073013601,0.4064109902690326,2.180730671216184,2.17621453663862
35,0.42548317823908377,0.4184315970234688,2.17604787269352,2.1669691418523302
36,0.4322118826055834,0.4310246136233543,2.1681033185951697,2.1601116520702055
37,0.442806012884753,0.41442472810532344,2.161333652764111,2.1603979795724237
38,0.43822476735862564,0.4293073840870063,2.1577691882588477,2.1495021463034147
39,0.4413743736578382,0.4378935317687464,2.149440608702648,2.1422531042060786
40,0.4435218324982105,0.4293073840870063,2.142695286897224,2.1414478096759995
41,0.4478167501789549,0.4310246136233543,2.137843215483807,2.1303243995518018
42,0.44810307802433785,0.42873497424155693,2.1298220421114222,2.1260636628185874
43,0.4523979957050823,0.44934172867773325,2.125064464823553,2.1193407911243063
44,0.46399427344309235,0.44476244991413855,2.117627211147833,2.112786476987392
45,0.46471009305654976,0.4361763022323984,2.1111418879318857,2.109671572408611
46,0.4618468146027201,0.44819690898683456,2.1068253878178393,2.103549203998236
47,0.46241947029348607,0.45907269605037204,2.100449015179104,2.1008789433181523
48,0.46828919112383677,0.45449341728677733,2.096625488260088,2.093825386016793
49,0.47516105941302794,0.45105895821408126,2.089803972989044,2.091957195286213
50,0.4734430923407301,0.4470520892959359,2.0860813086408334,2.0885552187708356
51,0.4728704366499642,0.4722381224957069,2.08183269600759,2.0808791842184955
52,0.4847530422333572,0.4745277618775043,2.076737282518498,2.0772291177637454
53,0.48732999284180384,0.4665140240412135,2.073027215383355,2.0731793632279416
54,0.4831782390837509,0.4699484831139096,2.06822504240219,2.069876317167937
55,0.4880458124552613,0.4871207784773898,2.0643432643754878,2.062440757363881
56,0.49620615604867574,0.48654836863194045,2.060100612814971,2.05900334287727
57,0.494201861130995,0.477389811104751,2.0556126007453495,2.058017459164091
58,0.494201861130995,0.4939896966227819,2.0514884654804906,2.050950857707276
59,0.5033643521832498,0.5048654836863194,2.046555641373653,2.046838825963604
60,0.5096635647816751,0.497424155695478,2.044051436419989,2.0452365486541337
61,0.5068002863278454,0.499141385231826,2.0411471297749473,2.047200409891132
62,0.5123836793128131,0.497424155695478,2.041434020855978,2.0417898331414515
63,0.5045096635647817,0.5186033199771036,2.0371787779003534,2.033207035261901
64,0.525411596277738,0.5168860904407556,2.028520751464683,2.0351380206860332
65,0.5325697924123121,0.5134516313680595,2.029644796805631,2.03193860410211
66,0.517680744452398,0.519175729822553,2.0254879082761326,2.0249954962109453
67,0.5269863994273443,0.5248998282770464,2.0203118762265126,2.0227993621802973
68,0.5348604151753759,0.5346307956496852,2.018212972452748,2.0199251394723574
69,0.5405869720830351,0.546078992558672,2.014574553826236,2.014602044902669
70,0.549463135289907,0.5512306811677161,2.0094011577860154,2.0144900445400404
71,0.5461703650680029,0.544361763022324,2.0088876952954338,2.010243868382235
72,0.5474588403722263,0.5363480251860332,2.004272917186864,2.0076195114676993
73,0.5567644953471725,0.5523755008586148,2.000240384728037,2.005419174842856
74,0.5537580529706514,0.5598168288494562,1.9996007965792055,1.9990727104291823
75,0.5581961345740873,0.5603892386949055,1.9941802577672043,1.997212651885436
76,0.5617752326413744,0.5580995993131082,1.9917741456531848,1.9947811850542059
77,0.5723693629205441,0.5529479107040641,1.987034692961059,1.990256659869951
78,0.572655690765927,0.5575271894676589,1.9848284333916162,1.9873738022811356
79,0.5742304939155333,0.5655409273039497,1.9820051963346383,1.986625199578596
80,0.5749463135289907,0.5626788780767029,1.978063292493288,1.9812711936375313
81,0.5738010021474589,0.5569547796222095,1.9762159137708766,1.98944082513426
82,0.5723693629205441,0.5466514024041214,1.9781816126595417,1.9877353874314627
83,0.5657838224767359,0.5626788780767029,1.9827248833870668,1.9780100861589227
84,0.5738010021474589,0.5563823697767601,1.9707745926697597,1.9804034480744248
85,0.5733715103793844,0.5649685174585003,1.9719709505063772,1.9711014164278828
86,0.5786685755189692,0.5609616485403549,1.9666154115160792,1.9680102816737577
87,0.5852541159627774,0.5586720091585575,1.9619891746324052,1.9726969286865959
88,0.5841088045812455,0.5632512879221523,1.9621651621120866,1.970211608414658
89,0.580100214745884,0.5746994848311391,1.9592654879031735,1.9638430544684529
90,0.5856836077308518,0.5764167143674871,1.9546681255545033,1.9596143537831427
91,0.5921259842519685,0.5735546651402404,1.9513512312162753,1.9618312174644754
92,0.5895490336435218,0.5827132226674299,1.9515395604756876,1.9532482706067489
93,0.5989978525411597,0.5827132226674299,1.9439769713286426,1.9529278320343615
94,0.5978525411596278,0.5872925014310246,1.9459059901988414,1.9475690675491462
95,0.6062992125984252,0.5872925014310246,1.9389112464929363,1.9491378044959267
96,0.6074445239799571,0.5935890097309674,1.938900606096175,1.941203964174169
97,0.608017179670723,0.5975958786491128,1.9349432209633726,1.938266069057947
98,0.6110236220472441,0.6033199771036062,1.9317749742297676,1.9381067430638692
99,0.6173228346456693,0.5981682884945622,1.9287973555013296,1.9379344859857455
100,0.6180386542591267,0.5998855180309102,1.927728992872607,1.9342391152946894
101,0.6197566213314245,0.6038923869490556,1.9224511018806298,1.9312801995738684
102,0.6184681460272011,0.6016027475672582,1.9247664662740365,1.9312694906274044
103,0.6134574087329993,0.6119061247853463,1.9243947072298766,1.9252083432701703
104,0.6220472440944882,0.6124785346307956,1.918180826092927,1.924551477776163
105,0.6299212598425197,0.6136233543216943,1.913438754176104,1.9205984379894472
106,0.627344309234073,0.6119061247853463,1.9131419325089918,1.9195085026218879
107,0.6326413743736579,0.6136233543216943,1.9102937979858605,1.9190943162183318
108,0.6304939155332856,0.6136233543216943,1.9093009623313857,1.9155318628233637
109,0.6396564065855405,0.6239267315397825,1.9041884034132226,1.9114456427568152
110,0.6419470293486041,0.616485403548941,1.9024610617411675,1.911715739326062
111,0.643378668575519,0.6176302232398397,1.9011168849732762,1.906474970925789
112,0.6418038654259127,0.6307956496851745,1.8992714832361546,1.9091719403448417
113,0.6449534717251253,0.6262163709215799,1.8971438016126903,1.907184912851352
114,0.6387974230493916,0.6273611906124785,1.9013412079968108,1.906040938405494
115,0.6486757337151038,0.6370921579851173,1.8941608043032714,1.8962617692356458
116,0.6564065855404438,0.6445334859759588,1.8880114165227928,1.8940592891370218
117,0.658267716535433,0.6388093875214653,1.8884208448969133,1.8977442378409604
118,0.6574087329992842,0.6439610761305095,1.8884113221922858,1.8890056125102344
119,0.662705798138869,0.6445334859759588,1.88376896363612,1.8875969230125615
120,0.6652827487473156,0.6514024041213509,1.8810506880411355,1.8868800851707805
121,0.670722977809592,0.6468231253577561,1.8798697543299534,1.8828999337750156
122,0.6697208303507516,0.6451058958214081,1.874925183988249,1.8832782219004889
123,0.6677165354330709,0.6622781911848884,1.8744126636055256,1.8752837217904939
124,0.6690050107372942,0.6554092730394963,1.873668816387611,1.875206314437923
125,0.6701503221188261,0.6559816828849456,1.8722203138451452,1.8748168369668787
126,0.6747315676449535,0.6657126502575844,1.8690735264411549,1.8699652142966892
127,0.6765926986399428,0.6662850601030338,1.86690731401365,1.8737363450323847
128,0.6724409448818898,0.6702919290211792,1.8691291965893873,1.8666753840241763
129,0.6824624194702935,0.6685746994848312,1.8633934515254706,1.8638070594240885
130,0.6834645669291338,0.6697195191757298,1.859962657164401,1.8606270516921808
131,0.6880458124552613,0.67830566685747,1.8574545227906156,1.859556714845645
132,0.6873299928418038,0.6777332570120206,1.8586367670929937,1.8562953311044554
133,0.6933428775948461,0.6805953062392673,1.8526991644997894,1.860077900810793
134,0.6869005010737295,0.6702919290211792,1.8597136021107543,1.8605933104007668
135,0.6874731567644954,0.6903262736119061,1.8533543046979968,1.8518398012293358
136,0.694201861130995,0.6846021751574127,1.8522579343902614,1.8500210557525747
137,0.6976377952755906,0.6811677160847167,1.8479588490049588,1.851372110283436
138,0.694774516821761,0.6903262736119061,1.8466041911906146,1.8454849955847281
139,0.6964924838940587,0.6897538637664568,1.8475008193905558,1.84634199701723
140,0.7012168933428776,0.6903262736119061,1.8413858025676455,1.845692329137886
141,0.7049391553328561,0.6880366342301087,1.8406205742236283,1.842100370172507
142,0.7009305654974947,0.6840297653119634,1.841365332190617,1.8442177417507566
143,0.7025053686471009,0.6908986834573555,1.837274885570312,1.8395738080725645
144,0.7120973514674303,0.6994848311390955,1.8349541212196598,1.8345343423340068
145,0.7145311381531854,0.6908986834573555,1.8330482127726209,1.8383196330261558
146,0.7139584824624194,0.6931883228391529,1.8282875364432611,1.8363416552645992
147,0.7173944166070151,0.7029192902117917,1.8263685642754768,1.829765701733389
148,0.717967072297781,0.7057813394390383,1.8259213447127074,1.8307454556018607
149,0.717680744452398,0.7040641099026903,1.8262714652141336,1.8255071183546105
150,0.721546170365068,0.7040641099026903,1.8207914695937717,1.8271003835373218
151,0.7222619899785254,0.7069261591299371,1.819473409180993,1.8288855019254417
152,0.7236936292054402,0.7017744705208929,1.819626568542179,1.8276845958932988
153,0.7235504652827488,0.7109330280480824,1.8193571713755794,1.8191775866570166
154,0.7309949892627058,0.7149398969662278,1.8144751699044184,1.8184518800541953
155,0.7312813171080887,0.7097882083571837,1.812658171000955,1.8205139248365665
156,0.7322834645669292,0.7120778477389811,1.8114237986749298,1.819057459100424
157,0.7342877594846099,0.7086433886662851,1.8099308542131782,1.8215205072114722
158,0.7305654974946314,0.7034917000572409,1.8109242975012096,1.8212125769279721
159,0.7360057265569077,0.7172295363480252,1.8069791020075594,1.814541493487754
160,0.7361488904795992,0.7223812249570692,1.8056697896636207,1.810015510955946
161,0.7423049391553329,0.7097882083571837,1.8044267598410209,1.8162068124962454
162,0.7414459556191839,0.7200915855752719,1.804296074308151,1.8118871707464532
163,0.7444523979957051,0.726960503720664,1.7991956623972702,1.8072959689631347
164,0.7438797423049391,0.7298225529479107,1.799154816307677,1.8021714989887898
165,0.7497494631352899,0.7315397824842588,1.7951011703639008,1.8067113809136572
166,0.7425912670007159,0.7246708643388666,1.8016154115580627,1.8069448218286959
167,0.7524695776664281,0.7240984544934173,1.7927011978848115,1.8072245041909187
168,0.753042233357194,0.7183743560389239,1.7923800480500582,1.8099691580886763
169,0.7513242662848962,0.7218088151116199,1.7917801118685506,1.8049092533258142
170,0.757193987115247,0.7355466514024042,1.788948387581874,1.79734717713606
171,0.7629205440229062,0.7263880938752146,1.786046831877981,1.800987024296333
172,0.752755905511811,0.733829421866056,1.7885426799856772,1.7958056769926476
173,0.7600572655690766,0.7395535203205496,1.7853388756287467,1.7977758691593382
174,0.7567644953471725,0.7458500286204923,1.7866958352048312,1.7913558221852772
175,0.7670722977809592,0.7395535203205496,1.779289994672613,1.791767398968518
176,0.7623478883321403,0.7361190612478534,1.7818092760210305,1.7933042885954198
177,0.7637795275590551,0.7458500286204923,1.779706058491787,1.786418286379092
178,0.7692197566213315,0.7538637664567831,1.7765848727256979,1.783453599479994
179,0.772655690765927,0.7532913566113337,1.772467735744325,1.7821203928049727
180,0.7693629205440229,0.7515741270749857,1.7734084852767487,1.7806304688561487
181,0.7802433786685755,0.7464224384659416,1.7671386587841649,1.789904287459172
182,0.7732283464566929,0.7475672581568403,1.7727233764674721,1.786785281412794
183,0.7778095919828203,0.7481396680022896,1.7669032705422378,1.7843973663846764
184,0.7799570508231926,0.7601602747567258,1.7660447051369812,1.7730576771419255
185,0.7851109520400859,0.7607326846021751,1.762530887829208,1.772170281030822
186,0.7851109520400859,0.7561534058385804,1.761619939978838,1.7753844558182759
187,0.7896921975662133,0.7613050944476245,1.757258428486399,1.771844541329142
188,0.7871152469577667,0.7693188322839153,1.7595194524175881,1.7681580806365338
189,0.7852541159627774,0.7716084716657127,1.7608364041583746,1.7643375209842196
190,0.7941302791696493,0.7624499141385231,1.7540250261579144,1.7678083429107272
191,0.7924123120973514,0.7727532913566113,1.7551971016257852,1.7640805173800478
192,0.7941302791696493,0.7750429307384087,1.7536373845298718,1.760820553603688
193,0.7899785254115963,0.7756153405838581,1.7555909342130938,1.7586492368461204
194,0.7931281317108089,0.7698912421293647,1.751511774698666,1.7624621304465349
195,0.7952755905511811,0.7613050944476245,1.7518677381388874,1.7692387850071678
196,0.7926986399427345,0.77389811104751,1.7516598682881428,1.762471815439791
197,0.7912670007158196,0.7733257012020607,1.751807849206153,1.7588945046546598
198,0.7975662133142448,0.7790497996565541,1.7484726703100404,1.7594307332824963
199,0.79613457408733,0.7790497996565541,1.7476381203517288,1.7560951057180514
200,0.8012884753042233,0.77389811104751,1.7445548201059564,1.7574801336108579
201,0.8040085898353615,0.7733257012020607,1.744431400571624,1.7611219388870902
202,0.8014316392269148,0.7750429307384087,1.7431577675366456,1.7592911858031866
203,0.8054402290622763,0.7756153405838581,1.7410115000012099,1.7568825086676603
204,0.8073013600572656,0.7733257012020607,1.7396336633090728,1.7579436606158512
205,0.8068718682891911,0.7784773898111047,1.7379297279635755,1.7528620523947884
206,0.8087329992841804,0.7796222095020034,1.7367840321625483,1.7513784410227484
207,0.8114531138153186,0.7836290784201488,1.7353598769997904,1.750538167580237
208,0.8098783106657123,0.7824842587292501,1.7357511240678256,1.7505503852748159
209,0.8138869005010737,0.7807670291929021,1.7333006821465475,1.7500306125388665
210,0.8136005726556907,0.7842014882655982,1.733369521948979,1.7516490711057668
211,0.8171796707229778,0.7876359473382942,1.7305794929881226,1.7505182675770778
212,0.8097351467430207,0.7819118488838008,1.7357992500146118,1.7501491543116674
