Epoch,Train Accuracy,Validation Accuracy,Train Loss,Validation Loss,Macro Precision,Macro F1,Micro F1
1,0.11338582677165354,0.11505437893531768,2.302304061026768,2.3015745622687294,0.5083635438529542,0.5083635438529542,0.8230108757870634
2,0.11438797423049392,0.11505437893531768,2.3016389010401395,2.300741105925784,0.5083635438529542,0.5083635438529542,0.8230108757870634
3,0.11438797423049392,0.11505437893531768,2.3008912387730485,2.299976700564146,0.5083635438529542,0.5083635438529542,0.8230108757870634
4,0.11438797423049392,0.11505437893531768,2.30016921833164,2.29915886687359,0.5083635438529542,0.5083635438529542,0.8230108757870634
5,0.11438797423049392,0.1179164281625644,2.2993733656524165,2.298175118801999,0.5099535712014247,0.5099535712014247,0.8235832856325129
6,0.11581961345740874,0.13508872352604465,2.2983973164097615,2.296865605220292,0.5194937352922471,0.5194937352922471,0.8270177447052088
7,0.13443092340730137,0.16828849456210646,2.2970855334980964,2.2949151825700134,0.5379380525345036,0.5379380525345036,0.8336576989124214
8,0.16750178954903364,0.180881511161992,2.29512580355492,2.291759565432002,0.5449341728677733,0.5449341728677733,0.8361763022323984
9,0.18167501789549034,0.1986262163709216,2.291966530033923,2.287445096819484,0.5547923424282898,0.5547923424282898,0.8397252432741843
10,0.2071581961345741,0.24212936462507156,2.28758323429206,2.285763247821013,0.5789607581250398,0.5789607581250398,0.8484258729250143
11,0.26871868289191125,0.28734974241556954,2.2858534078533173,2.2831756727273764,0.604083190230872,0.604083190230872,0.857469948483114
12,0.29692197566213313,0.3039496279336005,2.283330457893541,2.278633283646228,0.6133053488520003,0.6133053488520003,0.8607899255867201
13,0.3168217609162491,0.29708070978820833,2.2785649801150507,2.275521582941635,0.6094892832156713,0.6094892832156713,0.8594161419576417
14,0.2997852541159628,0.2999427590154551,2.2756516739112103,2.273696233498825,0.6110793105641417,0.6110793105641417,0.859988551803091
15,0.2963493199713672,0.31883228391528334,2.2739538340135055,2.2697922275034985,0.6215734910640462,0.6215734910640462,0.8637664567830566
16,0.32183249821045096,0.35031482541499714,2.26994193308577,2.2656939546394566,0.6390637918972206,0.6390637918972206,0.8700629650829994
17,0.3614889047959914,0.3955352032054951,2.265651476498579,2.2631432238564058,0.6641862240030528,0.6641862240030528,0.879107040641099
18,0.3805297065139585,0.39324556382369774,2.263230854257312,2.2570560779718924,0.6629142021242765,0.6629142021242765,0.8786491127647396
19,0.39083750894774516,0.38637664567830565,2.256932154894046,2.2549706323745937,0.6590981364879476,0.6590981364879476,0.8772753291356611
20,0.3841088045812455,0.3949627933600458,2.255330887282159,2.2511635211814656,0.6638682185333588,0.6638682185333588,0.8789925586720093
21,0.3896921975662133,0.41327990841442475,2.251276310607034,2.245623887041056,0.6740443935635694,0.6740443935635694,0.882655981682885
22,0.39413027916964927,0.4275901545506583,2.2454303106067006,2.2430471127437195,0.6819945303059213,0.6819945303059213,0.8855180309101317
23,0.40257695060844667,0.41327990841442475,2.2430896269029263,2.236365098061395,0.6740443935635694,0.6740443935635694,0.882655981682885
24,0.4062992125984252,0.40927303949627936,2.236573866724371,2.232779630506523,0.6718183552757108,0.6718183552757108,0.8818546078992558
25,0.3984251968503937,0.4035489410417859,2.2329916426210463,2.2270292831108645,0.6686383005787699,0.6686383005787699,0.8807097882083572
26,0.3931281317108089,0.4035489410417859,2.226744371186006,2.2220310361288447,0.6686383005787699,0.6686383005787699,0.8807097882083572
27,0.3954187544738726,0.41499713795077275,2.2217918284523037,2.2147940209168464,0.6749984099726516,0.6749984099726516,0.8829994275901546
28,0.4071581961345741,0.41499713795077275,2.2151849136630726,2.2095052085682947,0.6749984099726516,0.6749984099726516,0.8829994275901546
29,0.4125984251968504,0.42072123640526615,2.2097983433036354,2.202981083958778,0.6781784646695923,0.6781784646695923,0.8841442472810531
30,0.41445955619183966,0.4075558099599313,2.203907611434598,2.196968873687383,0.6708643388666286,0.6708643388666284,0.8815111619919863
31,0.41130994989262704,0.41385231825987406,2.1983601875581655,2.1953176553193403,0.6743623990332633,0.6743623990332633,0.8827704636519749
32,0.4148890479599141,0.41728677733257014,2.1938704161353852,2.1870681587716274,0.6762704318514279,0.6762704318514279,0.883457355466514
33,0.4204724409448819,0.42301087578706353,2.187109885113361,2.181467102476714,0.6794504865483686,0.6794504865483686,0.8846021751574127
34,0.4150322118826056,0.4378935317687464,2.1831485102801302,2.1746565517808754,0.6877186287604147,0.6877186287604147,0.8875787063537492
35,0.42863278453829634,0.4527761877504293,2.176149112136345,2.171127061582526,0.6959867709724608,0.6959867709724608,0.8905552375500858
36,0.4346456692913386,0.4430452203777905,2.171379853861624,2.164898952842782,0.6905806779876613,0.6905806779876613,0.8886090440755582
37,0.4330708661417323,0.4419004006868918,2.165309805671232,2.1590807447183726,0.6899446670482732,0.6899446670482732,0.8883800801373783
38,0.42863278453829634,0.45449341728677733,2.1605231559097384,2.152819177440459,0.696940787381543,0.696940787381543,0.8908986834573555
39,0.44667143879742305,0.46307956496851743,2.15378838593924,2.148637201356833,0.7017108694269542,0.7017108694269542,0.8926159129937035
40,0.4539727988546886,0.45334859759587864,2.1491332933865195,2.1405381063113027,0.6963047764421548,0.6963047764421548,0.8906697195191757
41,0.44509663564781676,0.45334859759587864,2.143120194354566,2.1344478466883343,0.6963047764421548,0.6963047764421548,0.8906697195191757
42,0.44953471725125266,0.4688036634230109,2.1370700082084326,2.1301314099167987,0.704890924123895,0.7048909241238949,0.8937607326846022
43,0.4559770937723694,0.4665140240412135,2.131814153262523,2.123795881012063,0.7036189022451186,0.7036189022451186,0.8933028048082428
44,0.4642806012884753,0.4785346307956497,2.1261658674165362,2.1194779184537405,0.7102970171086943,0.7102970171086942,0.89570692615913
45,0.47329992841803864,0.4785346307956497,2.1206662971685,2.1135029278923323,0.7102970171086943,0.7102970171086942,0.89570692615913
46,0.47086614173228347,0.48025186033199774,2.115127663523279,2.1085546844771197,0.7112510335177765,0.7112510335177765,0.8960503720663996
47,0.4791696492483894,0.47967945048654836,2.108824874013684,2.1022690224176688,0.7109330280480824,0.7109330280480824,0.8959358900973097
48,0.48031496062992124,0.4939896966227819,2.102943655791757,2.0971392456913374,0.7188831647904343,0.7188831647904343,0.8987979393245564
49,0.478453829634932,0.48483113909559244,2.097676520148259,2.0915177230631614,0.7137950772753291,0.7137950772753291,0.8969662278191185
50,0.48661417322834644,0.4842587292501431,2.09148955507456,2.092556785907347,0.7134770718056351,0.7134770718056351,0.8968517458500286
51,0.48847530422333574,0.4842587292501431,2.0894196903280644,2.0867984175586534,0.7134770718056351,0.7134770718056351,0.8968517458500286
52,0.4817465998568361,0.48311390955924444,2.0866542877831797,2.081629867053537,0.7128410608662469,0.7128410608662469,0.8966227819118489
53,0.4923407301360057,0.48368631940469375,2.0780739744153296,2.0784816996390707,0.713159066335941,0.713159066335941,0.8967372638809388
54,0.4956335003579098,0.4922724670864339,2.075259130406397,2.0726846453218237,0.7179291483813521,0.7179291483813521,0.8984544934172868
55,0.4959198282032928,0.4962793360045793,2.0718581566131364,2.0669933733137658,0.7201551866692107,0.7201551866692107,0.8992558672009159
56,0.5029348604151753,0.4997137950772753,2.0647181518472086,2.067214483710514,0.7220632194873752,0.7220632194873752,0.8999427590154551
57,0.5096635647816751,0.5100171722953635,2.062196045083324,2.059204794201908,0.7277873179418686,0.7277873179418686,0.9020034344590727
58,0.5115246957766643,0.4997137950772753,2.056490677040308,2.0562848283491206,0.7220632194873752,0.7220632194873752,0.8999427590154551
59,0.5120973514674302,0.5105895821408128,2.054133708842072,2.052079117503518,0.7281053234115626,0.7281053234115626,0.9021179164281625
60,0.5211166785969935,0.5140240412135089,2.048987766804146,2.048972751525858,0.7300133562297271,0.7300133562297271,0.9028048082427018
61,0.5226914817465999,0.5186033199771036,2.045798507638377,2.043172801071122,0.7325573999872799,0.7325573999872799,0.9037206639954206
62,0.5281317108088761,0.519175729822553,2.0410874720235856,2.0398616359366235,0.7328754054569739,0.7328754054569739,0.9038351459645106
63,0.5278453829634931,0.5340583858042358,2.0376978790232685,2.036067747815923,0.7411435476690199,0.7411435476690199,0.9068116771608472
64,0.5341445955619184,0.5420721236405266,2.033998447605603,2.0321027462053927,0.745595624244737,0.745595624244737,0.9084144247281053
65,0.537007874015748,0.544361763022324,2.030797728074476,2.027060498476847,0.7468676461235133,0.7468676461235133,0.9088723526044648
66,0.5404438081603435,0.5455065827132227,2.026814134474388,2.024935939566504,0.7475036570629014,0.7475036570629014,0.9091013165426446
67,0.5435934144595562,0.546078992558672,2.0239622054453315,2.0216650272418786,0.7478216625325955,0.7478216625325955,0.9092157985117344
68,0.5500357909806729,0.54779622209502,2.0195653756704175,2.0158135288179295,0.7487756789416777,0.7487756789416777,0.909559244419004
69,0.5437365783822476,0.54779622209502,2.016935423148728,2.0133679848667136,0.7487756789416777,0.7487756789416777,0.909559244419004
70,0.5534717251252684,0.5535203205495135,2.0124690846821713,2.011870524423356,0.7519557336386187,0.7519557336386187,0.9107040641099026
71,0.5596277738010021,0.5569547796222095,2.0094079245357066,2.005694590445307,0.7538637664567831,0.7538637664567831,0.9113909559244419
72,0.5561918396564066,0.5523755008586148,2.0058122263686866,2.0107382340307023,0.7513197226992304,0.7513197226992305,0.910475100171723
73,0.5553328561202577,0.5615340583858043,2.00552742055338,1.9988246034327135,0.7564078102143357,0.7564078102143357,0.9123068116771609
74,0.5647816750178954,0.5626788780767029,1.9997827115055489,1.9956976184028858,0.7570438211537238,0.7570438211537238,0.9125357756153406
75,0.5692197566213314,0.5518030910131654,1.995159954834428,1.9967428817336872,0.7510017172295363,0.7510017172295363,0.910360618202633
76,0.5629205440229063,0.5643961076130509,1.9939454542170618,1.9863516617455887,0.757997837562806,0.757997837562806,0.9128792215226101
77,0.5689334287759484,0.5643961076130509,1.9884588944475057,1.9865817315290502,0.757997837562806,0.757997837562806,0.9128792215226101
78,0.572655690765927,0.5661133371493989,1.9854639215349899,1.9859282998221224,0.7589518539718882,0.7589518539718882,0.9132226674298798
79,0.5743736578382248,0.5666857469948483,1.9815435922813143,1.9778205987645614,0.7592698594415823,0.7592698594415823,0.9133371493989697
80,0.5772369362920544,0.5735546651402404,1.9784214277839185,1.9747199901895789,0.7630859250779114,0.7630859250779114,0.9147109330280481
81,0.5816750178954904,0.5689753863766457,1.9742882230773346,1.9743301537880298,0.7605418813203587,0.7605418813203587,0.9137950772753292
82,0.5855404438081604,0.5729822552947911,1.9713945786958098,1.9699425633498169,0.7627679196082173,0.7627679196082173,0.9145964510589583
83,0.5826771653543307,0.5884373211219233,1.9689369848535672,1.9610218804743744,0.7713540672899574,0.7713540672899574,0.9176874642243846
84,0.5868289191123837,0.5684029765311963,1.9642206784530292,1.9692144546989172,0.7602238758506646,0.7602238758506646,0.9136805953062392
85,0.5869720830350752,0.5890097309673726,1.9629492759653393,1.9525091151667107,0.7716720727596514,0.7716720727596514,0.9178019461934745
86,0.5931281317108089,0.5941614195764167,1.9566295696040437,1.9491660390469299,0.7745341219868982,0.7745341219868982,0.9188322839152834
87,0.5944166070150322,0.587864911276474,1.9514785665523693,1.9509437516490322,0.7710360618202634,0.7710360618202634,0.9175729822552948
88,0.595848246241947,0.5787063537492845,1.949639867366683,1.9509269187603258,0.765947974305158,0.765947974305158,0.9157412707498569
